"Sex"	"LatestYears_1_5_10"	"USCS Sites"	"Race and origin recode with AllRaceEth"	"Age-Adjusted Rate"	"Standard Error"	"Lower Confidence Interval"	"Upper Confidence Interval"	"Count"	"Population"
"Male and female"	"10yrs+2007_2016"	"Larynx"	"Non-Hispanic Asian or Pacific Islander"	1.105	0.028	1.051	1.161	1669	171786215
"Male and female"	"10yrs+2007_2016"	"Larynx"	"Hispanic (All Races)"	2.577	0.030	2.518	2.637	7874	520986764
"Male and female"	"10yrs+2007_2016"	"Larynx"	"Non-Hispanic Unknown Race"	 	 	 	 	544	0
"Male and female"	"10yrs+2007_2016"	"Lung and Bronchus"	"AllRaceEth"	62.625	0.043	62.541	62.709	2186048	3125142013
"Male and female"	"10yrs+2007_2016"	"Lung and Bronchus"	"Non-Hispanic White"	66.663	0.050	66.565	66.762	1800686	2004332035
"Male and female"	"10yrs+2007_2016"	"Lung and Bronchus"	"Non-Hispanic Black"	66.378	0.144	66.095	66.661	226147	401970122
"Male and female"	"10yrs+2007_2016"	"Lung and Bronchus"	"Non-Hispanic American Indian/Alaska Native"	58.909	0.571	57.794	60.038	11942	26066877
"Male and female"	"10yrs+2007_2016"	"Lung and Bronchus"	"Non-Hispanic Asian or Pacific Islander"	36.365	0.164	36.044	36.687	52095	171786215
"Male and female"	"10yrs+2007_2016"	"Lung and Bronchus"	"Hispanic (All Races)"	32.573	0.113	32.352	32.795	89966	520986764
"Male and female"	"10yrs+2007_2016"	"Lung and Bronchus"	"Non-Hispanic Unknown Race"	 	 	 	 	5212	0
"Male and female"	"10yrs+2007_2016"	"Melanoma of the Skin"	"AllRaceEth"	21.190	0.025	21.141	21.240	721127	3125142013
"Male and female"	"10yrs+2007_2016"	"Melanoma of the Skin"	"Non-Hispanic White"	27.199	0.034	27.132	27.266	675332	2004332035
"Male and female"	"10yrs+2007_2016"	"Melanoma of the Skin"	"Non-Hispanic Black"	1.044	0.018	1.009	1.080	3542	401970122
"Male and female"	"10yrs+2007_2016"	"Melanoma of the Skin"	"Non-Hispanic American Indian/Alaska Native"	8.072	0.203	7.679	8.480	1762	26066877
"Male and female"	"10yrs+2007_2016"	"Melanoma of the Skin"	"Non-Hispanic Asian or Pacific Islander"	1.387	0.031	1.328	1.448	2170	171786215
"Male and female"	"10yrs+2007_2016"	"Melanoma of the Skin"	"Hispanic (All Races)"	4.598	0.039	4.522	4.675	15635	520986764
"Male and female"	"10yrs+2007_2016"	"Melanoma of the Skin"	"Non-Hispanic Unknown Race"	 	 	 	 	22686	0
"Male and female"	"10yrs+2007_2016"	"Breast"	"AllRaceEth"	67.402	0.045	67.314	67.490	2323399	3125142013
"Male and female"	"10yrs+2007_2016"	"Breast"	"Non-Hispanic White"	69.375	0.054	69.270	69.480	1773923	2004332035
"Male and female"	"10yrs+2007_2016"	"Breast"	"Non-Hispanic Black"	72.483	0.146	72.198	72.770	261050	401970122
"Male and female"	"10yrs+2007_2016"	"Breast"	"Non-Hispanic American Indian/Alaska Native"	54.282	0.513	53.281	55.297	12335	26066877
"Male and female"	"10yrs+2007_2016"	"Breast"	"Non-Hispanic Asian or Pacific Islander"	51.476	0.180	51.124	51.830	85194	171786215
"Male and female"	"10yrs+2007_2016"	"Breast"	"Hispanic (All Races)"	51.113	0.127	50.863	51.363	177933	520986764
"Male and female"	"10yrs+2007_2016"	"Breast"	"Non-Hispanic Unknown Race"	 	 	 	 	12964	0
"Male and female"	"10yrs+2007_2016"	"Cervix Uteri"	"AllRaceEth"	4.008	0.011	3.986	4.031	127581	3125142013
"Male and female"	"10yrs+2007_2016"	"Cervix Uteri"	"Non-Hispanic White"	3.658	0.014	3.631	3.684	78185	2004332035
"Male and female"	"10yrs+2007_2016"	"Cervix Uteri"	"Non-Hispanic Black"	5.395	0.039	5.319	5.473	19706	401970122
"Male and female"	"10yrs+2007_2016"	"Cervix Uteri"	"Non-Hispanic American Indian/Alaska Native"	4.991	0.150	4.701	5.294	1173	26066877
"Male and female"	"10yrs+2007_2016"	"Cervix Uteri"	"Non-Hispanic Asian or Pacific Islander"	3.496	0.046	3.406	3.588	5903	171786215
"Male and female"	"10yrs+2007_2016"	"Cervix Uteri"	"Hispanic (All Races)"	5.252	0.038	5.178	5.326	21503	520986764
"Male and female"	"10yrs+2007_2016"	"Cervix Uteri"	"Non-Hispanic Unknown Race"	 	 	 	 	1111	0
"Male and female"	"10yrs+2007_2016"	"Corpus and Uterus, NOS"	"AllRaceEth"	13.847	0.020	13.808	13.886	496789	3125142013
"Male and female"	"10yrs+2007_2016"	"Corpus and Uterus, NOS"	"Non-Hispanic White"	14.064	0.023	14.019	14.110	377660	2004332035
"Male and female"	"10yrs+2007_2016"	"Corpus and Uterus, NOS"	"Non-Hispanic Black"	14.667	0.066	14.538	14.796	53062	401970122
"Male and female"	"10yrs+2007_2016"	"Corpus and Uterus, NOS"	"Non-Hispanic American Indian/Alaska Native"	12.318	0.238	11.857	12.793	2932	26066877
"Male and female"	"10yrs+2007_2016"	"Corpus and Uterus, NOS"	"Non-Hispanic Asian or Pacific Islander"	10.275	0.079	10.120	10.432	17410	171786215
"Male and female"	"10yrs+2007_2016"	"Corpus and Uterus, NOS"	"Hispanic (All Races)"	12.008	0.061	11.888	12.128	42475	520986764
"Male and female"	"10yrs+2007_2016"	"Corpus and Uterus, NOS"	"Non-Hispanic Unknown Race"	 	 	 	 	3250	0
"Male and female"	"10yrs+2007_2016"	"Ovary"	"AllRaceEth"	6.316	0.014	6.289	6.343	217780	3125142013
"Male and female"	"10yrs+2007_2016"	"Ovary"	"Non-Hispanic White"	6.528	0.016	6.496	6.560	167629	2004332035
"Male and female"	"10yrs+2007_2016"	"Ovary"	"Non-Hispanic Black"	5.477	0.041	5.398	5.557	19297	401970122
"Male and female"	"10yrs+2007_2016"	"Ovary"	"Non-Hispanic American Indian/Alaska Native"	6.097	0.175	5.760	6.448	1361	26066877
"Male and female"	"10yrs+2007_2016"	"Ovary"	"Non-Hispanic Asian or Pacific Islander"	5.196	0.057	5.084	5.310	8558	171786215
"Male and female"	"10yrs+2007_2016"	"Ovary"	"Hispanic (All Races)"	5.719	0.043	5.635	5.803	19973	520986764
"Male and female"	"10yrs+2007_2016"	"Ovary"	"Non-Hispanic Unknown Race"	 	 	 	 	962	0
"Male and female"	"10yrs+2007_2016"	"Prostate"	"AllRaceEth"	57.367	0.040	57.288	57.446	2095039	3125142013
"Male and female"	"10yrs+2007_2016"	"Prostate"	"Non-Hispanic White"	55.055	0.045	54.967	55.143	1541374	2004332035
"Male and female"	"10yrs+2007_2016"	"Prostate"	"Non-Hispanic Black"	85.728	0.157	85.420	86.036	316808	401970122
"Male and female"	"10yrs+2007_2016"	"Prostate"	"Non-Hispanic American Indian/Alaska Native"	40.165	0.455	39.277	41.066	8745	26066877
"Male and female"	"10yrs+2007_2016"	"Prostate"	"Non-Hispanic Asian or Pacific Islander"	28.602	0.141	28.326	28.880	43330	171786215
"Male and female"	"10yrs+2007_2016"	"Prostate"	"Hispanic (All Races)"	47.130	0.130	46.874	47.386	140717	520986764
"Male and female"	"10yrs+2007_2016"	"Prostate"	"Non-Hispanic Unknown Race"	 	 	 	 	44065	0
"Male and female"	"10yrs+2007_2016"	"Testis"	"AllRaceEth"	2.809	0.010	2.790	2.828	84882	3125142013
"Male and female"	"10yrs+2007_2016"	"Testis"	"Non-Hispanic White"	3.485	0.014	3.457	3.512	64505	2004332035
"Male and female"	"10yrs+2007_2016"	"Testis"	"Non-Hispanic Black"	0.701	0.014	0.674	0.728	2734	401970122
"Male and female"	"10yrs+2007_2016"	"Testis"	"Non-Hispanic American Indian/Alaska Native"	2.921	0.108	2.714	3.141	759	26066877
"Male and female"	"10yrs+2007_2016"	"Testis"	"Non-Hispanic Asian or Pacific Islander"	0.929	0.022	0.886	0.974	1752	171786215
"Male and female"	"10yrs+2007_2016"	"Testis"	"Hispanic (All Races)"	2.427	0.021	2.386	2.469	13933	520986764
"Male and female"	"10yrs+2007_2016"	"Testis"	"Non-Hispanic Unknown Race"	 	 	 	 	1199	0
"Male and female"	"10yrs+2007_2016"	"Urinary Bladder"	"AllRaceEth"	20.923	0.025	20.874	20.971	723719	3125142013
"Male and female"	"10yrs+2007_2016"	"Urinary Bladder"	"Non-Hispanic White"	23.409	0.030	23.350	23.467	631477	2004332035
"Male and female"	"10yrs+2007_2016"	"Urinary Bladder"	"Non-Hispanic Black"	12.092	0.063	11.969	12.217	38947	401970122
"Male and female"	"10yrs+2007_2016"	"Urinary Bladder"	"Non-Hispanic American Indian/Alaska Native"	12.506	0.269	11.985	13.043	2435	26066877
"Male and female"	"10yrs+2007_2016"	"Urinary Bladder"	"Non-Hispanic Asian or Pacific Islander"	8.807	0.082	8.648	8.969	12231	171786215
"Male and female"	"10yrs+2007_2016"	"Urinary Bladder"	"Hispanic (All Races)"	11.617	0.068	11.483	11.751	31441	520986764
"Male and female"	"10yrs+2007_2016"	"Urinary Bladder"	"Non-Hispanic Unknown Race"	 	 	 	 	7188	0
"Male and female"	"10yrs+2007_2016"	"Kidney and Renal Pelvis"	"AllRaceEth"	16.546	0.022	16.503	16.590	575803	3125142013
"Male and female"	"10yrs+2007_2016"	"Kidney and Renal Pelvis"	"Non-Hispanic White"	16.699	0.026	16.648	16.750	433472	2004332035
"Male and female"	"10yrs+2007_2016"	"Kidney and Renal Pelvis"	"Non-Hispanic Black"	18.553	0.074	18.409	18.698	67075	401970122
"Male and female"	"10yrs+2007_2016"	"Kidney and Renal Pelvis"	"Non-Hispanic American Indian/Alaska Native"	22.046	0.327	21.409	22.697	5014	26066877
"Male and female"	"10yrs+2007_2016"	"Kidney and Renal Pelvis"	"Non-Hispanic Asian or Pacific Islander"	7.919	0.073	7.776	8.064	12324	171786215
"Male and female"	"10yrs+2007_2016"	"Kidney and Renal Pelvis"	"Hispanic (All Races)"	16.502	0.074	16.357	16.647	55249	520986764
"Male and female"	"10yrs+2007_2016"	"Kidney and Renal Pelvis"	"Non-Hispanic Unknown Race"	 	 	 	 	2669	0
"Male and female"	"10yrs+2007_2016"	"Brain and Other Nervous System"	"AllRaceEth"	6.711	0.014	6.682	6.739	223107	3125142013
"Male and female"	"10yrs+2007_2016"	"Brain and Other Nervous System"	"Non-Hispanic White"	7.573	0.019	7.536	7.610	177000	2004332035
"Male and female"	"10yrs+2007_2016"	"Brain and Other Nervous System"	"Non-Hispanic Black"	4.231	0.034	4.164	4.299	15935	401970122
"Male and female"	"10yrs+2007_2016"	"Brain and Other Nervous System"	"Non-Hispanic American Indian/Alaska Native"	4.970	0.151	4.679	5.275	1189	26066877
"Male and female"	"10yrs+2007_2016"	"Brain and Other Nervous System"	"Non-Hispanic Asian or Pacific Islander"	3.812	0.050	3.716	3.911	6183	171786215
"Male and female"	"10yrs+2007_2016"	"Brain and Other Nervous System"	"Hispanic (All Races)"	5.268	0.039	5.191	5.345	21460	520986764
"Male and female"	"10yrs+2007_2016"	"Brain and Other Nervous System"	"Non-Hispanic Unknown Race"	 	 	 	 	1340	0
"Male and female"	"10yrs+2007_2016"	"Thyroid"	"AllRaceEth"	13.961	0.021	13.920	14.002	453816	3125142013
"Male and female"	"10yrs+2007_2016"	"Thyroid"	"Non-Hispanic White"	15.044	0.027	14.991	15.097	332235	2004332035
"Male and female"	"10yrs+2007_2016"	"Thyroid"	"Non-Hispanic Black"	8.939	0.050	8.842	9.037	33716	401970122
"Male and female"	"10yrs+2007_2016"	"Thyroid"	"Non-Hispanic American Indian/Alaska Native"	10.717	0.216	10.297	11.149	2604	26066877
"Male and female"	"10yrs+2007_2016"	"Thyroid"	"Non-Hispanic Asian or Pacific Islander"	14.876	0.094	14.693	15.061	26003	171786215
"Male and female"	"10yrs+2007_2016"	"Thyroid"	"Hispanic (All Races)"	12.929	0.058	12.815	13.044	54475	520986764
"Male and female"	"10yrs+2007_2016"	"Thyroid"	"Non-Hispanic Unknown Race"	 	 	 	 	4783	0
"Male and female"	"10yrs+2007_2016"	"Hodgkin Lymphoma"	"AllRaceEth"	2.757	0.009	2.738	2.775	87362	3125142013
"Male and female"	"10yrs+2007_2016"	"Hodgkin Lymphoma"	"Non-Hispanic White"	3.003	0.012	2.979	3.028	61763	2004332035
"Male and female"	"10yrs+2007_2016"	"Hodgkin Lymphoma"	"Non-Hispanic Black"	2.757	0.027	2.704	2.810	10954	401970122
"Male and female"	"10yrs+2007_2016"	"Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	1.655	0.084	1.494	1.829	418	26066877
"Male and female"	"10yrs+2007_2016"	"Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	1.293	0.028	1.239	1.348	2261	171786215
"Male and female"	"10yrs+2007_2016"	"Hodgkin Lymphoma"	"Hispanic (All Races)"	2.472	0.025	2.422	2.522	11125	520986764
"Male and female"	"10yrs+2007_2016"	"Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	841	0
"Male and female"	"10yrs+2007_2016"	"Non-Hodgkin Lymphoma"	"AllRaceEth"	19.713	0.024	19.665	19.760	675119	3125142013
"Male and female"	"10yrs+2007_2016"	"Non-Hodgkin Lymphoma"	"Non-Hispanic White"	20.626	0.029	20.569	20.683	534258	2004332035
"Male and female"	"10yrs+2007_2016"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Black"	14.730	0.066	14.601	14.860	52771	401970122
"Male and female"	"10yrs+2007_2016"	"Non-Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	15.085	0.283	14.535	15.649	3194	26066877
"Male and female"	"10yrs+2007_2016"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	13.346	0.096	13.158	13.537	20270	171786215
"Male and female"	"10yrs+2007_2016"	"Non-Hodgkin Lymphoma"	"Hispanic (All Races)"	17.946	0.079	17.791	18.102	58169	520986764
"Male and female"	"10yrs+2007_2016"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	6457	0
"Male and female"	"10yrs+2007_2016"	"Myeloma"	"AllRaceEth"	6.772	0.014	6.744	6.800	235917	3125142013
"Male and female"	"10yrs+2007_2016"	"Myeloma"	"Non-Hispanic White"	5.991	0.015	5.961	6.021	160892	2004332035
"Male and female"	"10yrs+2007_2016"	"Myeloma"	"Non-Hispanic Black"	13.743	0.066	13.614	13.872	46634	401970122
"Male and female"	"10yrs+2007_2016"	"Myeloma"	"Non-Hispanic American Indian/Alaska Native"	6.118	0.182	5.766	6.485	1272	26066877
"Male and female"	"10yrs+2007_2016"	"Myeloma"	"Non-Hispanic Asian or Pacific Islander"	3.910	0.053	3.807	4.014	5801	171786215
"Male and female"	"10yrs+2007_2016"	"Myeloma"	"Hispanic (All Races)"	6.681	0.050	6.584	6.779	19864	520986764
"Male and female"	"10yrs+2007_2016"	"Myeloma"	"Non-Hispanic Unknown Race"	 	 	 	 	1454	0
"Male and female"	"10yrs+2007_2016"	"Leukemias"	"AllRaceEth"	14.453	0.021	14.412	14.495	488329	3125142013
"Male and female"	"10yrs+2007_2016"	"Leukemias"	"Non-Hispanic White"	15.219	0.025	15.170	15.269	384487	2004332035
"Male and female"	"10yrs+2007_2016"	"Leukemias"	"Non-Hispanic Black"	11.207	0.059	11.093	11.322	39075	401970122
"Male and female"	"10yrs+2007_2016"	"Leukemias"	"Non-Hispanic American Indian/Alaska Native"	11.334	0.239	10.870	11.813	2513	26066877
"Male and female"	"10yrs+2007_2016"	"Leukemias"	"Non-Hispanic Asian or Pacific Islander"	8.152	0.075	8.007	8.300	12564	171786215
"Male and female"	"10yrs+2007_2016"	"Leukemias"	"Hispanic (All Races)"	11.582	0.061	11.463	11.702	44070	520986764
"Male and female"	"10yrs+2007_2016"	"Leukemias"	"Non-Hispanic Unknown Race"	 	 	 	 	5620	0
"Male and female"	"10yrs+2007_2016"	"Mesothelioma"	"AllRaceEth"	0.966	0.005	0.956	0.977	32881	3125142013
"Male and female"	"10yrs+2007_2016"	"Mesothelioma"	"Non-Hispanic White"	1.073	0.006	1.060	1.085	28598	2004332035
"Male and female"	"10yrs+2007_2016"	"Mesothelioma"	"Non-Hispanic Black"	0.472	0.013	0.448	0.497	1512	401970122
"Male and female"	"10yrs+2007_2016"	"Mesothelioma"	"Non-Hispanic American Indian/Alaska Native"	0.687	0.064	0.568	0.823	131	26066877
"Male and female"	"10yrs+2007_2016"	"Mesothelioma"	"Non-Hispanic Asian or Pacific Islander"	0.331	0.016	0.301	0.364	465	171786215
"Male and female"	"10yrs+2007_2016"	"Mesothelioma"	"Hispanic (All Races)"	0.736	0.017	0.703	0.769	2090	520986764
"Male and female"	"10yrs+2007_2016"	"Mesothelioma"	"Non-Hispanic Unknown Race"	 	 	 	 	85	0
"Male and female"	"10yrs+2007_2016"	"Kaposi Sarcoma"	"AllRaceEth"	0.394	0.004	0.387	0.401	12282	3125142013
"Male and female"	"10yrs+2007_2016"	"Kaposi Sarcoma"	"Non-Hispanic White"	0.251	0.003	0.244	0.258	5554	2004332035
"Male and female"	"10yrs+2007_2016"	"Kaposi Sarcoma"	"Non-Hispanic Black"	0.898	0.016	0.867	0.929	3409	401970122
"Male and female"	"10yrs+2007_2016"	"Kaposi Sarcoma"	"Non-Hispanic American Indian/Alaska Native"	0.326	0.041	0.251	0.416	70	26066877
"Male and female"	"10yrs+2007_2016"	"Kaposi Sarcoma"	"Non-Hispanic Asian or Pacific Islander"	0.177	0.011	0.156	0.199	289	171786215
"Male and female"	"10yrs+2007_2016"	"Kaposi Sarcoma"	"Hispanic (All Races)"	0.677	0.014	0.650	0.706	2597	520986764
"Male and female"	"10yrs+2007_2016"	"Kaposi Sarcoma"	"Non-Hispanic Unknown Race"	 	 	 	 	363	0
"Male"	"1yr_2016"	"All Sites"	"AllRaceEth"	493.863	0.542	492.801	494.927	872513	159085693
"Male"	"1yr_2016"	"All Sites"	"Non-Hispanic White"	507.377	0.640	506.124	508.632	669053	99215596
"Male"	"1yr_2016"	"All Sites"	"Non-Hispanic Black"	537.989	1.866	534.337	541.659	94231	20194788
"Male"	"1yr_2016"	"All Sites"	"Non-Hispanic American Indian/Alaska Native"	420.287	6.426	407.785	433.063	4884	1327790
"Male"	"1yr_2016"	"All Sites"	"Non-Hispanic Asian or Pacific Islander"	299.010	1.950	295.201	302.855	24970	9410614
"Male"	"1yr_2016"	"All Sites"	"Hispanic (All Races)"	382.203	1.601	379.071	385.352	66777	28936905
"Male"	"1yr_2016"	"All Sites"	"Non-Hispanic Unknown Race"	 	 	 	 	12598	0
"Male"	"1yr_2016"	"Oral Cavity and Pharynx"	"AllRaceEth"	18.365	0.103	18.164	18.567	33598	159085693
"Male"	"1yr_2016"	"Oral Cavity and Pharynx"	"Non-Hispanic White"	20.325	0.127	20.077	20.576	27368	99215596
"Male"	"1yr_2016"	"Oral Cavity and Pharynx"	"Non-Hispanic Black"	14.243	0.291	13.677	14.825	2653	20194788
"Male"	"1yr_2016"	"Oral Cavity and Pharynx"	"Non-Hispanic American Indian/Alaska Native"	17.459	1.278	15.045	20.144	211	1327790
"Male"	"1yr_2016"	"Oral Cavity and Pharynx"	"Non-Hispanic Asian or Pacific Islander"	11.915	0.373	11.196	12.668	1071	9410614
"Male"	"1yr_2016"	"Oral Cavity and Pharynx"	"Hispanic (All Races)"	10.875	0.261	10.370	11.397	2011	28936905
"Male"	"1yr_2016"	"Oral Cavity and Pharynx"	"Non-Hispanic Unknown Race"	 	 	 	 	284	0
"Male"	"1yr_2016"	"Esophagus"	"AllRaceEth"	7.840	0.068	7.708	7.974	14109	159085693
"Male"	"1yr_2016"	"Esophagus"	"Non-Hispanic White"	8.622	0.082	8.462	8.784	11726	99215596
"Male"	"1yr_2016"	"Esophagus"	"Non-Hispanic Black"	6.346	0.205	5.950	6.760	1095	20194788
"Male"	"1yr_2016"	"Esophagus"	"Non-Hispanic American Indian/Alaska Native"	8.242	0.898	6.577	10.188	98	1327790
"Male"	"1yr_2016"	"Esophagus"	"Non-Hispanic Asian or Pacific Islander"	3.786	0.221	3.365	4.243	313	9410614
"Male"	"1yr_2016"	"Esophagus"	"Hispanic (All Races)"	5.007	0.188	4.646	5.387	816	28936905
"Male"	"1yr_2016"	"Esophagus"	"Non-Hispanic Unknown Race"	 	 	 	 	61	0
"Male"	"1yr_2016"	"Stomach"	"AllRaceEth"	8.757	0.073	8.615	8.901	15150	159085693
"Male"	"1yr_2016"	"Stomach"	"Non-Hispanic White"	7.393	0.077	7.242	7.546	9705	99215596
"Male"	"1yr_2016"	"Stomach"	"Non-Hispanic Black"	13.890	0.315	13.279	14.519	2222	20194788
"Male"	"1yr_2016"	"Stomach"	"Non-Hispanic American Indian/Alaska Native"	9.728	0.984	7.895	11.844	112	1327790
"Male"	"1yr_2016"	"Stomach"	"Non-Hispanic Asian or Pacific Islander"	12.965	0.412	12.169	13.797	1052	9410614
"Male"	"1yr_2016"	"Stomach"	"Hispanic (All Races)"	11.722	0.285	11.170	12.292	1977	28936905
"Male"	"1yr_2016"	"Stomach"	"Non-Hispanic Unknown Race"	 	 	 	 	82	0
"Male"	"1yr_2016"	"Colon and Rectum"	"AllRaceEth"	43.677	0.163	43.359	43.997	75866	159085693
"Male"	"1yr_2016"	"Colon and Rectum"	"Non-Hispanic White"	43.300	0.190	42.929	43.674	55493	99215596
"Male"	"1yr_2016"	"Colon and Rectum"	"Non-Hispanic Black"	51.647	0.586	50.505	52.807	8813	20194788
"Male"	"1yr_2016"	"Colon and Rectum"	"Non-Hispanic American Indian/Alaska Native"	49.442	2.188	45.245	53.913	579	1327790
"Male"	"1yr_2016"	"Colon and Rectum"	"Non-Hispanic Asian or Pacific Islander"	36.890	0.678	35.573	38.242	3127	9410614
"Male"	"1yr_2016"	"Colon and Rectum"	"Hispanic (All Races)"	40.344	0.514	39.343	41.362	7169	28936905
"Male"	"1yr_2016"	"Colon and Rectum"	"Non-Hispanic Unknown Race"	 	 	 	 	685	0
"Male"	"1yr_2016"	"Liver and Intrahepatic Bile Duct"	"AllRaceEth"	13.310	0.086	13.143	13.480	25319	159085693
"Male"	"1yr_2016"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic White"	11.090	0.091	10.913	11.269	15774	99215596
"Male"	"1yr_2016"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Black"	18.224	0.320	17.602	18.862	3611	20194788
"Male"	"1yr_2016"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic American Indian/Alaska Native"	23.754	1.434	21.028	26.738	308	1327790
"Male"	"1yr_2016"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Asian or Pacific Islander"	19.377	0.487	18.433	20.356	1675	9410614
"Male"	"1yr_2016"	"Liver and Intrahepatic Bile Duct"	"Hispanic (All Races)"	20.943	0.361	20.241	21.661	3851	28936905
"Male"	"1yr_2016"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Unknown Race"	 	 	 	 	100	0
"Male"	"1yr_2016"	"Pancreas"	"AllRaceEth"	14.959	0.095	14.774	15.146	26212	159085693
"Male"	"1yr_2016"	"Pancreas"	"Non-Hispanic White"	15.058	0.109	14.845	15.273	20049	99215596
"Male"	"1yr_2016"	"Pancreas"	"Non-Hispanic Black"	17.902	0.350	17.222	18.601	2988	20194788
"Male"	"1yr_2016"	"Pancreas"	"Non-Hispanic American Indian/Alaska Native"	14.835	1.244	12.496	17.464	164	1327790
"Male"	"1yr_2016"	"Pancreas"	"Non-Hispanic Asian or Pacific Islander"	10.825	0.380	10.092	11.595	860	9410614
"Male"	"1yr_2016"	"Pancreas"	"Hispanic (All Races)"	12.654	0.300	12.073	13.253	2054	28936905
"Male"	"1yr_2016"	"Pancreas"	"Non-Hispanic Unknown Race"	 	 	 	 	97	0
"Male"	"1yr_2016"	"Larynx"	"AllRaceEth"	5.429	0.056	5.320	5.540	9950	159085693
"Male"	"1yr_2016"	"Larynx"	"Non-Hispanic White"	5.563	0.066	5.435	5.693	7612	99215596
"Male"	"1yr_2016"	"Larynx"	"Non-Hispanic Black"	7.589	0.219	7.166	8.030	1360	20194788
"Male"	"1yr_2016"	"Larynx"	"Non-Hispanic American Indian/Alaska Native"	5.978	0.770	4.565	7.677	69	1327790
"Male"	"1yr_2016"	"Larynx"	"Non-Hispanic Asian or Pacific Islander"	1.754	0.149	1.475	2.070	148	9410614
"Male"	"1yr_2016"	"Larynx"	"Hispanic (All Races)"	4.302	0.172	3.971	4.650	715	28936905
"Male"	"1yr_2016"	"Larynx"	"Non-Hispanic Unknown Race"	 	 	 	 	46	0
"Male"	"1yr_2016"	"Lung and Bronchus"	"AllRaceEth"	66.498	0.200	66.108	66.891	116594	159085693
"Male"	"1yr_2016"	"Lung and Bronchus"	"Non-Hispanic White"	69.700	0.233	69.245	70.158	93783	99215596
"Male"	"1yr_2016"	"Lung and Bronchus"	"Non-Hispanic Black"	78.160	0.737	76.722	79.616	12831	20194788
"Male"	"1yr_2016"	"Lung and Bronchus"	"Non-Hispanic American Indian/Alaska Native"	54.940	2.379	50.376	59.789	613	1327790
"Male"	"1yr_2016"	"Lung and Bronchus"	"Non-Hispanic Asian or Pacific Islander"	43.258	0.762	41.777	44.776	3425	9410614
"Male"	"1yr_2016"	"Lung and Bronchus"	"Hispanic (All Races)"	37.831	0.538	36.783	38.897	5557	28936905
"Male"	"1yr_2016"	"Lung and Bronchus"	"Non-Hispanic Unknown Race"	 	 	 	 	385	0
"Male"	"1yr_2016"	"Melanoma of the Skin"	"AllRaceEth"	29.382	0.134	29.119	29.646	50364	159085693
"Male"	"1yr_2016"	"Melanoma of the Skin"	"Non-Hispanic White"	37.091	0.177	36.745	37.440	47051	99215596
"Male"	"1yr_2016"	"Melanoma of the Skin"	"Non-Hispanic Black"	1.077	0.088	0.911	1.263	170	20194788
"Male"	"1yr_2016"	"Melanoma of the Skin"	"Non-Hispanic American Indian/Alaska Native"	10.172	1.034	8.247	12.391	111	1327790
"Male"	"1yr_2016"	"Melanoma of the Skin"	"Non-Hispanic Asian or Pacific Islander"	1.516	0.141	1.253	1.816	124	9410614
"Male"	"1yr_2016"	"Melanoma of the Skin"	"Hispanic (All Races)"	5.527	0.195	5.152	5.920	949	28936905
"Male"	"1yr_2016"	"Melanoma of the Skin"	"Non-Hispanic Unknown Race"	 	 	 	 	1959	0
"Male"	"1yr_2016"	"Breast"	"AllRaceEth"	1.233	0.027	1.180	1.288	2157	159085693
"Male"	"1yr_2016"	"Breast"	"Non-Hispanic White"	1.222	0.031	1.161	1.285	1614	99215596
"Male"	"1yr_2016"	"Breast"	"Non-Hispanic Black"	1.983	0.118	1.759	2.226	324	20194788
"Male"	"1yr_2016"	"Breast"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	1327790
"Male"	"1yr_2016"	"Breast"	"Non-Hispanic Asian or Pacific Islander"	0.666	0.090	0.502	0.866	58	9410614
"Male"	"1yr_2016"	"Breast"	"Hispanic (All Races)"	0.803	0.075	0.664	0.961	136	28936905
"Male"	"1yr_2016"	"Breast"	"Non-Hispanic Unknown Race"	 	 	 	 	16	0
"Male"	"1yr_2016"	"Cervix Uteri"	"AllRaceEth"	 	 	 	 	 	159085693
"Male"	"1yr_2016"	"Cervix Uteri"	"Non-Hispanic White"	 	 	 	 	 	99215596
"Male"	"1yr_2016"	"Cervix Uteri"	"Non-Hispanic Black"	 	 	 	 	 	20194788
"Male"	"1yr_2016"	"Cervix Uteri"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	1327790
"Male"	"1yr_2016"	"Cervix Uteri"	"Non-Hispanic Asian or Pacific Islander"	 	 	 	 	 	9410614
"Male"	"1yr_2016"	"Cervix Uteri"	"Hispanic (All Races)"	 	 	 	 	 	28936905
