"Sex"	"LatestYears_1_5_10"	"USCS Sites"	"Race and origin recode with AllRaceEth"	"Age-Adjusted Rate"	"Standard Error"	"Lower Confidence Interval"	"Upper Confidence Interval"	"Count"	"Population"
"Male and female"	"10yrs_2009_2018"	"Larynx"	"Non-Hispanic Asian or Pacific Islander"	1.089	0.026	1.038	1.141	1813	182000876
"Male and female"	"10yrs_2009_2018"	"Larynx"	"Hispanic (All Races)"	2.401	0.028	2.346	2.456	8061	543987597
"Male and female"	"10yrs_2009_2018"	"Larynx"	"Non-Hispanic Unknown Race"	 	 	 	 	622	0
"Male and female"	"10yrs_2009_2018"	"Lung and Bronchus"	"AllRaceEth"	60.251	0.041	60.170	60.331	2206433	3168746442
"Male and female"	"10yrs_2009_2018"	"Lung and Bronchus"	"Non-Hispanic White"	64.406	0.049	64.311	64.502	1805792	2005919978
"Male and female"	"10yrs_2009_2018"	"Lung and Bronchus"	"Non-Hispanic Black"	63.510	0.137	63.242	63.779	230340	410369310
"Male and female"	"10yrs_2009_2018"	"Lung and Bronchus"	"Non-Hispanic American Indian/Alaska Native"	57.780	0.539	56.729	58.846	12768	26468681
"Male and female"	"10yrs_2009_2018"	"Lung and Bronchus"	"Non-Hispanic Asian or Pacific Islander"	35.574	0.153	35.275	35.875	56744	182000876
"Male and female"	"10yrs_2009_2018"	"Lung and Bronchus"	"Hispanic (All Races)"	31.172	0.105	30.966	31.379	94764	543987597
"Male and female"	"10yrs_2009_2018"	"Lung and Bronchus"	"Non-Hispanic Unknown Race"	 	 	 	 	6025	0
"Male and female"	"10yrs_2009_2018"	"Melanoma of the Skin"	"AllRaceEth"	21.784	0.025	21.735	21.834	769099	3168746442
"Male and female"	"10yrs_2009_2018"	"Melanoma of the Skin"	"Non-Hispanic White"	28.126	0.034	28.058	28.193	716635	2005919978
"Male and female"	"10yrs_2009_2018"	"Melanoma of the Skin"	"Non-Hispanic Black"	1.008	0.017	0.974	1.042	3606	410369310
"Male and female"	"10yrs_2009_2018"	"Melanoma of the Skin"	"Non-Hispanic American Indian/Alaska Native"	8.334	0.198	7.949	8.732	1933	26468681
"Male and female"	"10yrs_2009_2018"	"Melanoma of the Skin"	"Non-Hispanic Asian or Pacific Islander"	1.352	0.029	1.296	1.410	2312	182000876
"Male and female"	"10yrs_2009_2018"	"Melanoma of the Skin"	"Hispanic (All Races)"	4.613	0.037	4.539	4.686	16976	543987597
"Male and female"	"10yrs_2009_2018"	"Melanoma of the Skin"	"Non-Hispanic Unknown Race"	 	 	 	 	27637	0
"Male and female"	"10yrs_2009_2018"	"Breast"	"AllRaceEth"	67.582	0.044	67.495	67.669	2410142	3168746442
"Male and female"	"10yrs_2009_2018"	"Breast"	"Non-Hispanic White"	69.625	0.053	69.520	69.729	1818287	2005919978
"Male and female"	"10yrs_2009_2018"	"Breast"	"Non-Hispanic Black"	72.550	0.143	72.271	72.830	273966	410369310
"Male and female"	"10yrs_2009_2018"	"Breast"	"Non-Hispanic American Indian/Alaska Native"	54.599	0.497	53.628	55.582	13113	26468681
"Male and female"	"10yrs_2009_2018"	"Breast"	"Non-Hispanic Asian or Pacific Islander"	52.989	0.175	52.647	53.332	95017	182000876
"Male and female"	"10yrs_2009_2018"	"Breast"	"Hispanic (All Races)"	51.473	0.122	51.234	51.712	194911	543987597
"Male and female"	"10yrs_2009_2018"	"Breast"	"Non-Hispanic Unknown Race"	 	 	 	 	14848	0
"Male and female"	"10yrs_2009_2018"	"Cervix Uteri"	"AllRaceEth"	3.961	0.011	3.939	3.983	128211	3168746442
"Male and female"	"10yrs_2009_2018"	"Cervix Uteri"	"Non-Hispanic White"	3.646	0.014	3.619	3.672	77939	2005919978
"Male and female"	"10yrs_2009_2018"	"Cervix Uteri"	"Non-Hispanic Black"	5.158	0.038	5.085	5.233	19545	410369310
"Male and female"	"10yrs_2009_2018"	"Cervix Uteri"	"Non-Hispanic American Indian/Alaska Native"	5.067	0.149	4.779	5.368	1222	26468681
"Male and female"	"10yrs_2009_2018"	"Cervix Uteri"	"Non-Hispanic Asian or Pacific Islander"	3.407	0.044	3.321	3.494	6193	182000876
"Male and female"	"10yrs_2009_2018"	"Cervix Uteri"	"Hispanic (All Races)"	5.038	0.035	4.969	5.108	22115	543987597
"Male and female"	"10yrs_2009_2018"	"Cervix Uteri"	"Non-Hispanic Unknown Race"	 	 	 	 	1197	0
"Male and female"	"10yrs_2009_2018"	"Corpus and Uterus, NOS"	"AllRaceEth"	14.130	0.020	14.091	14.169	527375	3168746442
"Male and female"	"10yrs_2009_2018"	"Corpus and Uterus, NOS"	"Non-Hispanic White"	14.265	0.023	14.219	14.311	393653	2005919978
"Male and female"	"10yrs_2009_2018"	"Corpus and Uterus, NOS"	"Non-Hispanic Black"	15.254	0.065	15.127	15.382	58856	410369310
"Male and female"	"10yrs_2009_2018"	"Corpus and Uterus, NOS"	"Non-Hispanic American Indian/Alaska Native"	12.733	0.234	12.278	13.201	3193	26468681
"Male and female"	"10yrs_2009_2018"	"Corpus and Uterus, NOS"	"Non-Hispanic Asian or Pacific Islander"	10.782	0.078	10.630	10.936	19814	182000876
"Male and female"	"10yrs_2009_2018"	"Corpus and Uterus, NOS"	"Hispanic (All Races)"	12.474	0.059	12.358	12.590	48198	543987597
"Male and female"	"10yrs_2009_2018"	"Corpus and Uterus, NOS"	"Non-Hispanic Unknown Race"	 	 	 	 	3661	0
"Male and female"	"10yrs_2009_2018"	"Ovary"	"AllRaceEth"	6.023	0.013	5.997	6.049	214800	3168746442
"Male and female"	"10yrs_2009_2018"	"Ovary"	"Non-Hispanic White"	6.203	0.016	6.172	6.235	162572	2005919978
"Male and female"	"10yrs_2009_2018"	"Ovary"	"Non-Hispanic Black"	5.256	0.039	5.180	5.333	19550	410369310
"Male and female"	"10yrs_2009_2018"	"Ovary"	"Non-Hispanic American Indian/Alaska Native"	5.954	0.166	5.633	6.288	1409	26468681
"Male and female"	"10yrs_2009_2018"	"Ovary"	"Non-Hispanic Asian or Pacific Islander"	5.100	0.054	4.994	5.207	9104	182000876
"Male and female"	"10yrs_2009_2018"	"Ovary"	"Hispanic (All Races)"	5.526	0.040	5.447	5.605	21071	543987597
"Male and female"	"10yrs_2009_2018"	"Ovary"	"Non-Hispanic Unknown Race"	 	 	 	 	1094	0
"Male and female"	"10yrs_2009_2018"	"Prostate"	"AllRaceEth"	53.621	0.038	53.547	53.696	2063705	3168746442
"Male and female"	"10yrs_2009_2018"	"Prostate"	"Non-Hispanic White"	51.241	0.042	51.158	51.325	1495361	2005919978
"Male and female"	"10yrs_2009_2018"	"Prostate"	"Non-Hispanic Black"	80.872	0.147	80.584	81.162	320804	410369310
"Male and female"	"10yrs_2009_2018"	"Prostate"	"Non-Hispanic American Indian/Alaska Native"	37.275	0.416	36.464	38.100	8893	26468681
"Male and female"	"10yrs_2009_2018"	"Prostate"	"Non-Hispanic Asian or Pacific Islander"	26.743	0.129	26.491	26.997	45092	182000876
"Male and female"	"10yrs_2009_2018"	"Prostate"	"Hispanic (All Races)"	43.400	0.119	43.168	43.634	143992	543987597
"Male and female"	"10yrs_2009_2018"	"Prostate"	"Non-Hispanic Unknown Race"	 	 	 	 	49563	0
"Male and female"	"10yrs_2009_2018"	"Testis"	"AllRaceEth"	2.835	0.010	2.816	2.854	86558	3168746442
"Male and female"	"10yrs_2009_2018"	"Testis"	"Non-Hispanic White"	3.504	0.014	3.476	3.531	64495	2005919978
"Male and female"	"10yrs_2009_2018"	"Testis"	"Non-Hispanic Black"	0.721	0.014	0.695	0.748	2868	410369310
"Male and female"	"10yrs_2009_2018"	"Testis"	"Non-Hispanic American Indian/Alaska Native"	3.001	0.109	2.792	3.223	788	26468681
"Male and female"	"10yrs_2009_2018"	"Testis"	"Non-Hispanic Asian or Pacific Islander"	0.966	0.022	0.923	1.010	1921	182000876
"Male and female"	"10yrs_2009_2018"	"Testis"	"Hispanic (All Races)"	2.545	0.021	2.504	2.587	15144	543987597
"Male and female"	"10yrs_2009_2018"	"Testis"	"Non-Hispanic Unknown Race"	 	 	 	 	1342	0
"Male and female"	"10yrs_2009_2018"	"Urinary Bladder"	"AllRaceEth"	20.425	0.024	20.377	20.472	739506	3168746442
"Male and female"	"10yrs_2009_2018"	"Urinary Bladder"	"Non-Hispanic White"	22.935	0.029	22.878	22.992	640517	2005919978
"Male and female"	"10yrs_2009_2018"	"Urinary Bladder"	"Non-Hispanic Black"	11.960	0.061	11.841	12.080	41086	410369310
"Male and female"	"10yrs_2009_2018"	"Urinary Bladder"	"Non-Hispanic American Indian/Alaska Native"	12.450	0.257	11.952	12.962	2623	26468681
"Male and female"	"10yrs_2009_2018"	"Urinary Bladder"	"Non-Hispanic Asian or Pacific Islander"	8.634	0.076	8.485	8.785	13362	182000876
"Male and female"	"10yrs_2009_2018"	"Urinary Bladder"	"Hispanic (All Races)"	11.313	0.064	11.188	11.439	33813	543987597
"Male and female"	"10yrs_2009_2018"	"Urinary Bladder"	"Non-Hispanic Unknown Race"	 	 	 	 	8105	0
"Male and female"	"10yrs_2009_2018"	"Kidney and Renal Pelvis"	"AllRaceEth"	16.781	0.022	16.738	16.824	606474	3168746442
"Male and female"	"10yrs_2009_2018"	"Kidney and Renal Pelvis"	"Non-Hispanic White"	16.953	0.026	16.902	17.004	451074	2005919978
"Male and female"	"10yrs_2009_2018"	"Kidney and Renal Pelvis"	"Non-Hispanic Black"	18.706	0.072	18.565	18.848	71469	410369310
"Male and female"	"10yrs_2009_2018"	"Kidney and Renal Pelvis"	"Non-Hispanic American Indian/Alaska Native"	22.884	0.321	22.258	23.522	5525	26468681
"Male and female"	"10yrs_2009_2018"	"Kidney and Renal Pelvis"	"Non-Hispanic Asian or Pacific Islander"	7.982	0.070	7.846	8.120	13684	182000876
"Male and female"	"10yrs_2009_2018"	"Kidney and Renal Pelvis"	"Hispanic (All Races)"	16.809	0.071	16.670	16.949	61644	543987597
"Male and female"	"10yrs_2009_2018"	"Kidney and Renal Pelvis"	"Non-Hispanic Unknown Race"	 	 	 	 	3078	0
"Male and female"	"10yrs_2009_2018"	"Brain and Other Nervous System"	"AllRaceEth"	6.617	0.014	6.589	6.644	226563	3168746442
"Male and female"	"10yrs_2009_2018"	"Brain and Other Nervous System"	"Non-Hispanic White"	7.493	0.019	7.457	7.530	178207	2005919978
"Male and female"	"10yrs_2009_2018"	"Brain and Other Nervous System"	"Non-Hispanic Black"	4.189	0.034	4.123	4.255	16369	410369310
"Male and female"	"10yrs_2009_2018"	"Brain and Other Nervous System"	"Non-Hispanic American Indian/Alaska Native"	4.805	0.144	4.527	5.095	1203	26468681
"Male and female"	"10yrs_2009_2018"	"Brain and Other Nervous System"	"Non-Hispanic Asian or Pacific Islander"	3.805	0.048	3.713	3.900	6645	182000876
"Male and female"	"10yrs_2009_2018"	"Brain and Other Nervous System"	"Hispanic (All Races)"	5.239	0.038	5.166	5.313	22689	543987597
"Male and female"	"10yrs_2009_2018"	"Brain and Other Nervous System"	"Non-Hispanic Unknown Race"	 	 	 	 	1450	0
"Male and female"	"10yrs_2009_2018"	"Thyroid"	"AllRaceEth"	14.157	0.021	14.116	14.199	469254	3168746442
"Male and female"	"10yrs_2009_2018"	"Thyroid"	"Non-Hispanic White"	15.213	0.027	15.159	15.267	337212	2005919978
"Male and female"	"10yrs_2009_2018"	"Thyroid"	"Non-Hispanic Black"	9.002	0.049	8.906	9.098	35186	410369310
"Male and female"	"10yrs_2009_2018"	"Thyroid"	"Non-Hispanic American Indian/Alaska Native"	11.693	0.223	11.261	12.137	2918	26468681
"Male and female"	"10yrs_2009_2018"	"Thyroid"	"Non-Hispanic Asian or Pacific Islander"	15.214	0.091	15.036	15.394	28488	182000876
"Male and female"	"10yrs_2009_2018"	"Thyroid"	"Hispanic (All Races)"	13.335	0.057	13.224	13.447	60170	543987597
"Male and female"	"10yrs_2009_2018"	"Thyroid"	"Non-Hispanic Unknown Race"	 	 	 	 	5280	0
"Male and female"	"10yrs_2009_2018"	"Hodgkin Lymphoma"	"AllRaceEth"	2.694	0.009	2.676	2.712	86950	3168746442
"Male and female"	"10yrs_2009_2018"	"Hodgkin Lymphoma"	"Non-Hispanic White"	2.930	0.012	2.906	2.955	60556	2005919978
"Male and female"	"10yrs_2009_2018"	"Hodgkin Lymphoma"	"Non-Hispanic Black"	2.736	0.026	2.685	2.788	11127	410369310
"Male and female"	"10yrs_2009_2018"	"Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	1.743	0.085	1.581	1.917	452	26468681
"Male and female"	"10yrs_2009_2018"	"Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	1.315	0.027	1.263	1.369	2442	182000876
"Male and female"	"10yrs_2009_2018"	"Hodgkin Lymphoma"	"Hispanic (All Races)"	2.405	0.024	2.358	2.453	11452	543987597
"Male and female"	"10yrs_2009_2018"	"Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	921	0
"Male and female"	"10yrs_2009_2018"	"Non-Hodgkin Lymphoma"	"AllRaceEth"	19.496	0.024	19.449	19.542	694228	3168746442
"Male and female"	"10yrs_2009_2018"	"Non-Hodgkin Lymphoma"	"Non-Hispanic White"	20.386	0.028	20.331	20.442	543250	2005919978
"Male and female"	"10yrs_2009_2018"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Black"	14.668	0.064	14.542	14.795	54962	410369310
"Male and female"	"10yrs_2009_2018"	"Non-Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	14.962	0.270	14.436	15.501	3385	26468681
"Male and female"	"10yrs_2009_2018"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	13.282	0.091	13.103	13.462	22168	182000876
"Male and female"	"10yrs_2009_2018"	"Non-Hodgkin Lymphoma"	"Hispanic (All Races)"	17.866	0.075	17.719	18.014	63077	543987597
"Male and female"	"10yrs_2009_2018"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	7386	0
"Male and female"	"10yrs_2009_2018"	"Myeloma"	"AllRaceEth"	6.928	0.014	6.901	6.956	251984	3168746442
"Male and female"	"10yrs_2009_2018"	"Myeloma"	"Non-Hispanic White"	6.105	0.015	6.075	6.135	169289	2005919978
"Male and female"	"10yrs_2009_2018"	"Myeloma"	"Non-Hispanic Black"	14.092	0.065	13.965	14.219	50719	410369310
"Male and female"	"10yrs_2009_2018"	"Myeloma"	"Non-Hispanic American Indian/Alaska Native"	6.535	0.181	6.185	6.898	1452	26468681
"Male and female"	"10yrs_2009_2018"	"Myeloma"	"Non-Hispanic Asian or Pacific Islander"	3.921	0.050	3.823	4.020	6435	182000876
"Male and female"	"10yrs_2009_2018"	"Myeloma"	"Hispanic (All Races)"	6.786	0.048	6.693	6.880	22230	543987597
"Male and female"	"10yrs_2009_2018"	"Myeloma"	"Non-Hispanic Unknown Race"	 	 	 	 	1859	0
"Male and female"	"10yrs_2009_2018"	"Leukemias"	"AllRaceEth"	14.496	0.021	14.456	14.537	507939	3168746442
"Male and female"	"10yrs_2009_2018"	"Leukemias"	"Non-Hispanic White"	15.287	0.025	15.238	15.336	396449	2005919978
"Male and female"	"10yrs_2009_2018"	"Leukemias"	"Non-Hispanic Black"	11.222	0.057	11.110	11.334	41162	410369310
"Male and female"	"10yrs_2009_2018"	"Leukemias"	"Non-Hispanic American Indian/Alaska Native"	11.673	0.234	11.219	12.141	2730	26468681
"Male and female"	"10yrs_2009_2018"	"Leukemias"	"Non-Hispanic Asian or Pacific Islander"	8.219	0.072	8.079	8.360	13775	182000876
"Male and female"	"10yrs_2009_2018"	"Leukemias"	"Hispanic (All Races)"	11.572	0.058	11.458	11.686	47091	543987597
"Male and female"	"10yrs_2009_2018"	"Leukemias"	"Non-Hispanic Unknown Race"	 	 	 	 	6732	0
"Male and female"	"10yrs_2009_2018"	"Mesothelioma"	"AllRaceEth"	0.919	0.005	0.909	0.929	32575	3168746442
"Male and female"	"10yrs_2009_2018"	"Mesothelioma"	"Non-Hispanic White"	1.022	0.006	1.010	1.034	28084	2005919978
"Male and female"	"10yrs_2009_2018"	"Mesothelioma"	"Non-Hispanic Black"	0.459	0.012	0.436	0.483	1552	410369310
"Male and female"	"10yrs_2009_2018"	"Mesothelioma"	"Non-Hispanic American Indian/Alaska Native"	0.694	0.061	0.578	0.824	141	26468681
"Male and female"	"10yrs_2009_2018"	"Mesothelioma"	"Non-Hispanic Asian or Pacific Islander"	0.319	0.015	0.291	0.349	497	182000876
"Male and female"	"10yrs_2009_2018"	"Mesothelioma"	"Hispanic (All Races)"	0.705	0.016	0.675	0.737	2204	543987597
"Male and female"	"10yrs_2009_2018"	"Mesothelioma"	"Non-Hispanic Unknown Race"	 	 	 	 	97	0
"Male and female"	"10yrs_2009_2018"	"Kaposi Sarcoma"	"AllRaceEth"	0.368	0.003	0.361	0.375	11777	3168746442
"Male and female"	"10yrs_2009_2018"	"Kaposi Sarcoma"	"Non-Hispanic White"	0.225	0.003	0.219	0.232	5084	2005919978
"Male and female"	"10yrs_2009_2018"	"Kaposi Sarcoma"	"Non-Hispanic Black"	0.853	0.015	0.824	0.883	3365	410369310
"Male and female"	"10yrs_2009_2018"	"Kaposi Sarcoma"	"Non-Hispanic American Indian/Alaska Native"	0.291	0.037	0.222	0.373	65	26468681
"Male and female"	"10yrs_2009_2018"	"Kaposi Sarcoma"	"Non-Hispanic Asian or Pacific Islander"	0.171	0.010	0.152	0.192	301	182000876
"Male and female"	"10yrs_2009_2018"	"Kaposi Sarcoma"	"Hispanic (All Races)"	0.623	0.013	0.598	0.650	2564	543987597
"Male and female"	"10yrs_2009_2018"	"Kaposi Sarcoma"	"Non-Hispanic Unknown Race"	 	 	 	 	398	0
"Male"	"1yr_2018"	"All Sites"	"AllRaceEth"	483.344	0.525	482.316	484.375	887451	159440248
"Male"	"1yr_2018"	"All Sites"	"Non-Hispanic White"	497.844	0.625	496.619	499.071	675718	98364175
"Male"	"1yr_2018"	"All Sites"	"Non-Hispanic Black"	518.654	1.775	515.180	522.145	95502	20428991
"Male"	"1yr_2018"	"All Sites"	"Non-Hispanic American Indian/Alaska Native"	400.909	6.004	389.226	412.847	4937	1328319
"Male"	"1yr_2018"	"All Sites"	"Non-Hispanic Asian or Pacific Islander"	289.770	1.836	286.183	293.390	26072	9748955
"Male"	"1yr_2018"	"All Sites"	"Hispanic (All Races)"	368.691	1.497	365.762	371.636	69981	29569808
"Male"	"1yr_2018"	"All Sites"	"Non-Hispanic Unknown Race"	 	 	 	 	15241	0
"Male"	"1yr_2018"	"Oral Cavity and Pharynx"	"AllRaceEth"	18.027	0.100	17.831	18.225	33922	159440248
"Male"	"1yr_2018"	"Oral Cavity and Pharynx"	"Non-Hispanic White"	20.087	0.125	19.841	20.334	27560	98364175
"Male"	"1yr_2018"	"Oral Cavity and Pharynx"	"Non-Hispanic Black"	12.995	0.273	12.466	13.540	2502	20428991
"Male"	"1yr_2018"	"Oral Cavity and Pharynx"	"Non-Hispanic American Indian/Alaska Native"	16.277	1.169	14.067	18.736	212	1328319
"Male"	"1yr_2018"	"Oral Cavity and Pharynx"	"Non-Hispanic Asian or Pacific Islander"	12.132	0.365	11.427	12.870	1143	9748955
"Male"	"1yr_2018"	"Oral Cavity and Pharynx"	"Hispanic (All Races)"	10.693	0.247	10.215	11.187	2133	29569808
"Male"	"1yr_2018"	"Oral Cavity and Pharynx"	"Non-Hispanic Unknown Race"	 	 	 	 	372	0
"Male"	"1yr_2018"	"Esophagus"	"AllRaceEth"	7.908	0.067	7.778	8.039	14782	159440248
"Male"	"1yr_2018"	"Esophagus"	"Non-Hispanic White"	8.891	0.082	8.731	9.054	12411	98364175
"Male"	"1yr_2018"	"Esophagus"	"Non-Hispanic Black"	5.340	0.180	4.993	5.704	989	20428991
"Male"	"1yr_2018"	"Esophagus"	"Non-Hispanic American Indian/Alaska Native"	7.693	0.824	6.163	9.484	98	1328319
"Male"	"1yr_2018"	"Esophagus"	"Non-Hispanic Asian or Pacific Islander"	3.335	0.197	2.961	3.742	301	9748955
"Male"	"1yr_2018"	"Esophagus"	"Hispanic (All Races)"	4.741	0.170	4.414	5.084	884	29569808
"Male"	"1yr_2018"	"Esophagus"	"Non-Hispanic Unknown Race"	 	 	 	 	99	0
"Male"	"1yr_2018"	"Stomach"	"AllRaceEth"	8.343	0.070	8.207	8.481	14988	159440248
"Male"	"1yr_2018"	"Stomach"	"Non-Hispanic White"	7.098	0.075	6.952	7.246	9534	98364175
"Male"	"1yr_2018"	"Stomach"	"Non-Hispanic Black"	12.532	0.289	11.971	13.111	2121	20428991
"Male"	"1yr_2018"	"Stomach"	"Non-Hispanic American Indian/Alaska Native"	9.399	0.933	7.660	11.404	113	1328319
"Male"	"1yr_2018"	"Stomach"	"Non-Hispanic Asian or Pacific Islander"	11.691	0.374	10.969	12.446	1024	9748955
"Male"	"1yr_2018"	"Stomach"	"Hispanic (All Races)"	11.481	0.270	10.957	12.021	2080	29569808
"Male"	"1yr_2018"	"Stomach"	"Non-Hispanic Unknown Race"	 	 	 	 	116	0
"Male"	"1yr_2018"	"Colon and Rectum"	"AllRaceEth"	42.452	0.158	42.144	42.763	75849	159440248
"Male"	"1yr_2018"	"Colon and Rectum"	"Non-Hispanic White"	42.136	0.187	41.771	42.504	54736	98364175
"Male"	"1yr_2018"	"Colon and Rectum"	"Non-Hispanic Black"	49.701	0.559	48.611	50.809	8831	20428991
"Male"	"1yr_2018"	"Colon and Rectum"	"Non-Hispanic American Indian/Alaska Native"	43.653	2.000	39.821	47.746	528	1328319
"Male"	"1yr_2018"	"Colon and Rectum"	"Non-Hispanic Asian or Pacific Islander"	34.046	0.621	32.839	35.286	3128	9748955
"Male"	"1yr_2018"	"Colon and Rectum"	"Hispanic (All Races)"	39.529	0.483	38.587	40.485	7684	29569808
"Male"	"1yr_2018"	"Colon and Rectum"	"Non-Hispanic Unknown Race"	 	 	 	 	942	0
"Male"	"1yr_2018"	"Liver and Intrahepatic Bile Duct"	"AllRaceEth"	13.039	0.084	12.876	13.205	25393	159440248
"Male"	"1yr_2018"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic White"	11.088	0.090	10.912	11.266	16065	98364175
"Male"	"1yr_2018"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Black"	16.694	0.302	16.106	17.297	3370	20428991
"Male"	"1yr_2018"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic American Indian/Alaska Native"	19.829	1.289	17.383	22.524	263	1328319
"Male"	"1yr_2018"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Asian or Pacific Islander"	17.575	0.446	16.712	18.472	1623	9748955
"Male"	"1yr_2018"	"Liver and Intrahepatic Bile Duct"	"Hispanic (All Races)"	20.322	0.345	19.652	21.007	3941	29569808
"Male"	"1yr_2018"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Unknown Race"	 	 	 	 	131	0
"Male"	"1yr_2018"	"Pancreas"	"AllRaceEth"	15.217	0.093	15.035	15.401	27864	159440248
"Male"	"1yr_2018"	"Pancreas"	"Non-Hispanic White"	15.399	0.108	15.187	15.614	21210	98364175
"Male"	"1yr_2018"	"Pancreas"	"Non-Hispanic Black"	17.927	0.339	17.269	18.603	3150	20428991
"Male"	"1yr_2018"	"Pancreas"	"Non-Hispanic American Indian/Alaska Native"	11.553	1.014	9.651	13.714	144	1328319
"Male"	"1yr_2018"	"Pancreas"	"Non-Hispanic Asian or Pacific Islander"	10.545	0.356	9.860	11.265	922	9748955
"Male"	"1yr_2018"	"Pancreas"	"Hispanic (All Races)"	12.956	0.287	12.399	13.529	2321	29569808
"Male"	"1yr_2018"	"Pancreas"	"Non-Hispanic Unknown Race"	 	 	 	 	117	0
"Male"	"1yr_2018"	"Larynx"	"AllRaceEth"	5.111	0.053	5.008	5.216	9736	159440248
"Male"	"1yr_2018"	"Larynx"	"Non-Hispanic White"	5.211	0.063	5.089	5.335	7348	98364175
"Male"	"1yr_2018"	"Larynx"	"Non-Hispanic Black"	7.233	0.208	6.831	7.653	1352	20428991
"Male"	"1yr_2018"	"Larynx"	"Non-Hispanic American Indian/Alaska Native"	5.382	0.674	4.142	6.877	70	1328319
"Male"	"1yr_2018"	"Larynx"	"Non-Hispanic Asian or Pacific Islander"	2.105	0.156	1.810	2.433	191	9748955
"Male"	"1yr_2018"	"Larynx"	"Hispanic (All Races)"	3.867	0.156	3.567	4.183	695	29569808
"Male"	"1yr_2018"	"Larynx"	"Non-Hispanic Unknown Race"	 	 	 	 	80	0
"Male"	"1yr_2018"	"Lung and Bronchus"	"AllRaceEth"	61.739	0.187	61.373	62.107	113711	159440248
"Male"	"1yr_2018"	"Lung and Bronchus"	"Non-Hispanic White"	64.878	0.220	64.448	65.311	90894	98364175
"Male"	"1yr_2018"	"Lung and Bronchus"	"Non-Hispanic Black"	72.257	0.686	70.919	73.613	12551	20428991
"Male"	"1yr_2018"	"Lung and Bronchus"	"Non-Hispanic American Indian/Alaska Native"	57.252	2.290	52.851	61.915	694	1328319
"Male"	"1yr_2018"	"Lung and Bronchus"	"Non-Hispanic Asian or Pacific Islander"	40.423	0.700	39.062	41.817	3499	9748955
"Male"	"1yr_2018"	"Lung and Bronchus"	"Hispanic (All Races)"	34.771	0.493	33.812	35.748	5557	29569808
"Male"	"1yr_2018"	"Lung and Bronchus"	"Non-Hispanic Unknown Race"	 	 	 	 	516	0
"Male"	"1yr_2018"	"Melanoma of the Skin"	"AllRaceEth"	28.528	0.130	28.274	28.784	50653	159440248
"Male"	"1yr_2018"	"Melanoma of the Skin"	"Non-Hispanic White"	36.146	0.173	35.808	36.487	47065	98364175
"Male"	"1yr_2018"	"Melanoma of the Skin"	"Non-Hispanic Black"	0.973	0.080	0.822	1.143	166	20428991
"Male"	"1yr_2018"	"Melanoma of the Skin"	"Non-Hispanic American Indian/Alaska Native"	9.504	0.934	7.762	11.512	116	1328319
"Male"	"1yr_2018"	"Melanoma of the Skin"	"Non-Hispanic Asian or Pacific Islander"	1.547	0.132	1.300	1.827	144	9748955
"Male"	"1yr_2018"	"Melanoma of the Skin"	"Hispanic (All Races)"	4.733	0.173	4.399	5.083	865	29569808
"Male"	"1yr_2018"	"Melanoma of the Skin"	"Non-Hispanic Unknown Race"	 	 	 	 	2297	0
"Male"	"1yr_2018"	"Breast"	"AllRaceEth"	1.269	0.027	1.216	1.323	2276	159440248
"Male"	"1yr_2018"	"Breast"	"Non-Hispanic White"	1.272	0.032	1.210	1.336	1700	98364175
"Male"	"1yr_2018"	"Breast"	"Non-Hispanic Black"	1.989	0.112	1.775	2.221	348	20428991
"Male"	"1yr_2018"	"Breast"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	1328319
"Male"	"1yr_2018"	"Breast"	"Non-Hispanic Asian or Pacific Islander"	0.844	0.098	0.662	1.059	77	9748955
"Male"	"1yr_2018"	"Breast"	"Hispanic (All Races)"	0.588	0.060	0.477	0.715	111	29569808
"Male"	"1yr_2018"	"Breast"	"Non-Hispanic Unknown Race"	 	 	 	 	30	0
"Male"	"1yr_2018"	"Cervix Uteri"	"AllRaceEth"	 	 	 	 	 	159440248
"Male"	"1yr_2018"	"Cervix Uteri"	"Non-Hispanic White"	 	 	 	 	 	98364175
"Male"	"1yr_2018"	"Cervix Uteri"	"Non-Hispanic Black"	 	 	 	 	 	20428991
"Male"	"1yr_2018"	"Cervix Uteri"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	1328319
"Male"	"1yr_2018"	"Cervix Uteri"	"Non-Hispanic Asian or Pacific Islander"	 	 	 	 	 	9748955
"Male"	"1yr_2018"	"Cervix Uteri"	"Hispanic (All Races)"	 	 	 	 	 	29569808
