"Sex"	"LatestYears_1_5_10"	"USCS Sites"	"Race and origin recode with AllRaceEth"	"Age-Adjusted Rate"	"Standard Error"	"Lower Confidence Interval"	"Upper Confidence Interval"	"Count"	"Population"
"Male and female"	"10yrs_2006_2015"	"Larynx"	"Non-Hispanic Asian or Pacific Islander"	1.142	0.029	1.086	1.201	1633	166567270
"Male and female"	"10yrs_2006_2015"	"Larynx"	"Hispanic (All Races)"	2.642	0.031	2.580	2.704	7702	508309908
"Male and female"	"10yrs_2006_2015"	"Larynx"	"Non-Hispanic Unknown Race"	 	 	 	 	528	0
"Male and female"	"10yrs_2006_2015"	"Lung and Bronchus"	"AllRaceEth"	63.725	0.044	63.640	63.811	2172881	3100450170
"Male and female"	"10yrs_2006_2015"	"Lung and Bronchus"	"Non-Hispanic White"	67.697	0.051	67.597	67.798	1795782	2002218178
"Male and female"	"10yrs_2006_2015"	"Lung and Bronchus"	"Non-Hispanic Black"	67.695	0.148	67.405	67.985	223642	397516242
"Male and female"	"10yrs_2006_2015"	"Lung and Bronchus"	"Non-Hispanic American Indian/Alaska Native"	59.593	0.588	58.445	60.756	11552	25838572
"Male and female"	"10yrs_2006_2015"	"Lung and Bronchus"	"Non-Hispanic Asian or Pacific Islander"	36.715	0.169	36.384	37.048	49753	166567270
"Male and female"	"10yrs_2006_2015"	"Lung and Bronchus"	"Hispanic (All Races)"	33.128	0.117	32.900	33.358	87168	508309908
"Male and female"	"10yrs_2006_2015"	"Lung and Bronchus"	"Non-Hispanic Unknown Race"	 	 	 	 	4984	0
"Male and female"	"10yrs_2006_2015"	"Melanoma of the Skin"	"AllRaceEth"	20.818	0.025	20.769	20.868	695317	3100450170
"Male and female"	"10yrs_2006_2015"	"Melanoma of the Skin"	"Non-Hispanic White"	26.641	0.034	26.574	26.707	652667	2002218178
"Male and female"	"10yrs_2006_2015"	"Melanoma of the Skin"	"Non-Hispanic Black"	1.066	0.019	1.030	1.103	3518	397516242
"Male and female"	"10yrs_2006_2015"	"Melanoma of the Skin"	"Non-Hispanic American Indian/Alaska Native"	7.907	0.204	7.512	8.317	1686	25838572
"Male and female"	"10yrs_2006_2015"	"Melanoma of the Skin"	"Non-Hispanic Asian or Pacific Islander"	1.406	0.032	1.345	1.470	2107	166567270
"Male and female"	"10yrs_2006_2015"	"Melanoma of the Skin"	"Hispanic (All Races)"	4.545	0.040	4.467	4.623	14865	508309908
"Male and female"	"10yrs_2006_2015"	"Melanoma of the Skin"	"Non-Hispanic Unknown Race"	 	 	 	 	20474	0
"Male and female"	"10yrs_2006_2015"	"Breast"	"AllRaceEth"	67.260	0.045	67.171	67.348	2277025	3100450170
"Male and female"	"10yrs_2006_2015"	"Breast"	"Non-Hispanic White"	69.217	0.054	69.112	69.322	1749306	2002218178
"Male and female"	"10yrs_2006_2015"	"Breast"	"Non-Hispanic Black"	72.092	0.147	71.804	72.381	253411	397516242
"Male and female"	"10yrs_2006_2015"	"Breast"	"Non-Hispanic American Indian/Alaska Native"	53.597	0.520	52.583	54.624	11807	25838572
"Male and female"	"10yrs_2006_2015"	"Breast"	"Non-Hispanic Asian or Pacific Islander"	50.848	0.183	50.490	51.208	80639	166567270
"Male and female"	"10yrs_2006_2015"	"Breast"	"Hispanic (All Races)"	50.905	0.130	50.650	51.161	169514	508309908
"Male and female"	"10yrs_2006_2015"	"Breast"	"Non-Hispanic Unknown Race"	 	 	 	 	12348	0
"Male and female"	"10yrs_2006_2015"	"Cervix Uteri"	"AllRaceEth"	4.027	0.011	4.004	4.049	126961	3100450170
"Male and female"	"10yrs_2006_2015"	"Cervix Uteri"	"Non-Hispanic White"	3.664	0.014	3.637	3.690	78230	2002218178
"Male and female"	"10yrs_2006_2015"	"Cervix Uteri"	"Non-Hispanic Black"	5.476	0.040	5.398	5.554	19625	397516242
"Male and female"	"10yrs_2006_2015"	"Cervix Uteri"	"Non-Hispanic American Indian/Alaska Native"	5.039	0.153	4.744	5.347	1164	25838572
"Male and female"	"10yrs_2006_2015"	"Cervix Uteri"	"Non-Hispanic Asian or Pacific Islander"	3.574	0.048	3.481	3.669	5787	166567270
"Male and female"	"10yrs_2006_2015"	"Cervix Uteri"	"Hispanic (All Races)"	5.345	0.039	5.269	5.422	21062	508309908
"Male and female"	"10yrs_2006_2015"	"Cervix Uteri"	"Non-Hispanic Unknown Race"	 	 	 	 	1093	0
"Male and female"	"10yrs_2006_2015"	"Corpus and Uterus, NOS"	"AllRaceEth"	13.670	0.020	13.631	13.709	479980	3100450170
"Male and female"	"10yrs_2006_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic White"	13.924	0.023	13.878	13.970	368087	2002218178
"Male and female"	"10yrs_2006_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic Black"	14.345	0.066	14.216	14.474	50207	397516242
"Male and female"	"10yrs_2006_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic American Indian/Alaska Native"	12.065	0.240	11.600	12.544	2786	25838572
"Male and female"	"10yrs_2006_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic Asian or Pacific Islander"	10.032	0.080	9.875	10.190	16263	166567270
"Male and female"	"10yrs_2006_2015"	"Corpus and Uterus, NOS"	"Hispanic (All Races)"	11.718	0.062	11.597	11.839	39542	508309908
"Male and female"	"10yrs_2006_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic Unknown Race"	 	 	 	 	3095	0
"Male and female"	"10yrs_2006_2015"	"Ovary"	"AllRaceEth"	6.448	0.014	6.421	6.476	218411	3100450170
"Male and female"	"10yrs_2006_2015"	"Ovary"	"Non-Hispanic White"	6.680	0.017	6.647	6.712	169639	2002218178
"Male and female"	"10yrs_2006_2015"	"Ovary"	"Non-Hispanic Black"	5.529	0.041	5.448	5.611	18960	397516242
"Male and female"	"10yrs_2006_2015"	"Ovary"	"Non-Hispanic American Indian/Alaska Native"	6.229	0.180	5.881	6.591	1347	25838572
"Male and female"	"10yrs_2006_2015"	"Ovary"	"Non-Hispanic Asian or Pacific Islander"	5.222	0.059	5.107	5.338	8230	166567270
"Male and female"	"10yrs_2006_2015"	"Ovary"	"Hispanic (All Races)"	5.794	0.044	5.707	5.881	19305	508309908
"Male and female"	"10yrs_2006_2015"	"Ovary"	"Non-Hispanic Unknown Race"	 	 	 	 	930	0
"Male and female"	"10yrs_2006_2015"	"Prostate"	"AllRaceEth"	59.586	0.041	59.505	59.668	2117116	3100450170
"Male and female"	"10yrs_2006_2015"	"Prostate"	"Non-Hispanic White"	57.359	0.046	57.268	57.449	1571028	2002218178
"Male and female"	"10yrs_2006_2015"	"Prostate"	"Non-Hispanic Black"	88.192	0.162	87.874	88.510	314065	397516242
"Male and female"	"10yrs_2006_2015"	"Prostate"	"Non-Hispanic American Indian/Alaska Native"	41.817	0.476	40.890	42.759	8711	25838572
"Male and female"	"10yrs_2006_2015"	"Prostate"	"Non-Hispanic Asian or Pacific Islander"	29.883	0.149	29.593	30.176	42729	166567270
"Male and female"	"10yrs_2006_2015"	"Prostate"	"Hispanic (All Races)"	49.129	0.137	48.861	49.397	138934	508309908
"Male and female"	"10yrs_2006_2015"	"Prostate"	"Non-Hispanic Unknown Race"	 	 	 	 	41649	0
"Male and female"	"10yrs_2006_2015"	"Testis"	"AllRaceEth"	2.785	0.010	2.766	2.804	83651	3100450170
"Male and female"	"10yrs_2006_2015"	"Testis"	"Non-Hispanic White"	3.451	0.014	3.424	3.478	64026	2002218178
"Male and female"	"10yrs_2006_2015"	"Testis"	"Non-Hispanic Black"	0.696	0.014	0.670	0.723	2690	397516242
"Male and female"	"10yrs_2006_2015"	"Testis"	"Non-Hispanic American Indian/Alaska Native"	2.828	0.106	2.623	3.045	730	25838572
"Male and female"	"10yrs_2006_2015"	"Testis"	"Non-Hispanic Asian or Pacific Islander"	0.908	0.023	0.865	0.954	1660	166567270
"Male and female"	"10yrs_2006_2015"	"Testis"	"Hispanic (All Races)"	2.381	0.021	2.340	2.423	13399	508309908
"Male and female"	"10yrs_2006_2015"	"Testis"	"Non-Hispanic Unknown Race"	 	 	 	 	1146	0
"Male and female"	"10yrs_2006_2015"	"Urinary Bladder"	"AllRaceEth"	21.076	0.025	21.027	21.126	712923	3100450170
"Male and female"	"10yrs_2006_2015"	"Urinary Bladder"	"Non-Hispanic White"	23.538	0.030	23.478	23.597	624342	2002218178
"Male and female"	"10yrs_2006_2015"	"Urinary Bladder"	"Non-Hispanic Black"	12.093	0.064	11.967	12.219	37712	397516242
"Male and female"	"10yrs_2006_2015"	"Urinary Bladder"	"Non-Hispanic American Indian/Alaska Native"	12.304	0.273	11.775	12.849	2300	25838572
"Male and female"	"10yrs_2006_2015"	"Urinary Bladder"	"Non-Hispanic Asian or Pacific Islander"	8.905	0.085	8.739	9.072	11692	166567270
"Male and female"	"10yrs_2006_2015"	"Urinary Bladder"	"Hispanic (All Races)"	11.749	0.070	11.611	11.888	30230	508309908
"Male and female"	"10yrs_2006_2015"	"Urinary Bladder"	"Non-Hispanic Unknown Race"	 	 	 	 	6647	0
"Male and female"	"10yrs_2006_2015"	"Kidney and Renal Pelvis"	"AllRaceEth"	16.387	0.022	16.344	16.431	558998	3100450170
"Male and female"	"10yrs_2006_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic White"	16.547	0.026	16.496	16.598	423891	2002218178
"Male and female"	"10yrs_2006_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic Black"	18.253	0.074	18.108	18.399	64203	397516242
"Male and female"	"10yrs_2006_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic American Indian/Alaska Native"	21.601	0.330	20.958	22.258	4755	25838572
"Male and female"	"10yrs_2006_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic Asian or Pacific Islander"	7.911	0.075	7.765	8.060	11713	166567270
"Male and female"	"10yrs_2006_2015"	"Kidney and Renal Pelvis"	"Hispanic (All Races)"	16.282	0.075	16.134	16.430	51929	508309908
"Male and female"	"10yrs_2006_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic Unknown Race"	 	 	 	 	2507	0
"Male and female"	"10yrs_2006_2015"	"Brain and Other Nervous System"	"AllRaceEth"	6.743	0.015	6.714	6.771	220733	3100450170
"Male and female"	"10yrs_2006_2015"	"Brain and Other Nervous System"	"Non-Hispanic White"	7.593	0.019	7.556	7.630	175847	2002218178
"Male and female"	"10yrs_2006_2015"	"Brain and Other Nervous System"	"Non-Hispanic Black"	4.228	0.035	4.160	4.297	15618	397516242
"Male and female"	"10yrs_2006_2015"	"Brain and Other Nervous System"	"Non-Hispanic American Indian/Alaska Native"	5.059	0.155	4.760	5.371	1181	25838572
"Male and female"	"10yrs_2006_2015"	"Brain and Other Nervous System"	"Non-Hispanic Asian or Pacific Islander"	3.810	0.051	3.712	3.911	5933	166567270
"Male and female"	"10yrs_2006_2015"	"Brain and Other Nervous System"	"Hispanic (All Races)"	5.293	0.040	5.215	5.372	20872	508309908
"Male and female"	"10yrs_2006_2015"	"Brain and Other Nervous System"	"Non-Hispanic Unknown Race"	 	 	 	 	1282	0
"Male and female"	"10yrs_2006_2015"	"Thyroid"	"AllRaceEth"	13.640	0.021	13.599	13.681	438527	3100450170
"Male and female"	"10yrs_2006_2015"	"Thyroid"	"Non-Hispanic White"	14.695	0.027	14.643	14.748	323567	2002218178
"Male and female"	"10yrs_2006_2015"	"Thyroid"	"Non-Hispanic Black"	8.756	0.050	8.659	8.854	32399	397516242
"Male and female"	"10yrs_2006_2015"	"Thyroid"	"Non-Hispanic American Indian/Alaska Native"	10.251	0.214	9.836	10.678	2451	25838572
"Male and female"	"10yrs_2006_2015"	"Thyroid"	"Non-Hispanic Asian or Pacific Islander"	14.567	0.095	14.382	14.753	24532	166567270
"Male and female"	"10yrs_2006_2015"	"Thyroid"	"Hispanic (All Races)"	12.569	0.059	12.455	12.685	50997	508309908
"Male and female"	"10yrs_2006_2015"	"Thyroid"	"Non-Hispanic Unknown Race"	 	 	 	 	4581	0
"Male and female"	"10yrs_2006_2015"	"Hodgkin Lymphoma"	"AllRaceEth"	2.779	0.010	2.761	2.798	87209	3100450170
"Male and female"	"10yrs_2006_2015"	"Hodgkin Lymphoma"	"Non-Hispanic White"	3.029	0.012	3.005	3.053	62123	2002218178
"Male and female"	"10yrs_2006_2015"	"Hodgkin Lymphoma"	"Non-Hispanic Black"	2.752	0.027	2.699	2.805	10789	397516242
"Male and female"	"10yrs_2006_2015"	"Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	1.640	0.085	1.478	1.816	406	25838572
"Male and female"	"10yrs_2006_2015"	"Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	1.297	0.028	1.242	1.353	2196	166567270
"Male and female"	"10yrs_2006_2015"	"Hodgkin Lymphoma"	"Hispanic (All Races)"	2.489	0.026	2.438	2.541	10873	508309908
"Male and female"	"10yrs_2006_2015"	"Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	822	0
"Male and female"	"10yrs_2006_2015"	"Non-Hodgkin Lymphoma"	"AllRaceEth"	19.760	0.025	19.712	19.808	663570	3100450170
"Male and female"	"10yrs_2006_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic White"	20.685	0.029	20.628	20.742	528235	2002218178
"Male and female"	"10yrs_2006_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Black"	14.688	0.067	14.557	14.819	51404	397516242
"Male and female"	"10yrs_2006_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	15.099	0.289	14.537	15.675	3083	25838572
"Male and female"	"10yrs_2006_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	13.243	0.099	13.050	13.438	19121	166567270
"Male and female"	"10yrs_2006_2015"	"Non-Hodgkin Lymphoma"	"Hispanic (All Races)"	17.939	0.081	17.781	18.099	55694	508309908
"Male and female"	"10yrs_2006_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	6033	0
"Male and female"	"10yrs_2006_2015"	"Myeloma"	"AllRaceEth"	6.662	0.014	6.635	6.690	227034	3100450170
"Male and female"	"10yrs_2006_2015"	"Myeloma"	"Non-Hispanic White"	5.902	0.015	5.872	5.932	155920	2002218178
"Male and female"	"10yrs_2006_2015"	"Myeloma"	"Non-Hispanic Black"	13.500	0.066	13.371	13.630	44459	397516242
"Male and female"	"10yrs_2006_2015"	"Myeloma"	"Non-Hispanic American Indian/Alaska Native"	6.036	0.185	5.679	6.407	1210	25838572
"Male and female"	"10yrs_2006_2015"	"Myeloma"	"Non-Hispanic Asian or Pacific Islander"	3.893	0.054	3.787	4.000	5468	166567270
"Male and female"	"10yrs_2006_2015"	"Myeloma"	"Hispanic (All Races)"	6.593	0.051	6.494	6.693	18650	508309908
"Male and female"	"10yrs_2006_2015"	"Myeloma"	"Non-Hispanic Unknown Race"	 	 	 	 	1327	0
"Male and female"	"10yrs_2006_2015"	"Leukemias"	"AllRaceEth"	14.382	0.021	14.340	14.423	477067	3100450170
"Male and female"	"10yrs_2006_2015"	"Leukemias"	"Non-Hispanic White"	15.141	0.025	15.092	15.191	377502	2002218178
"Male and female"	"10yrs_2006_2015"	"Leukemias"	"Non-Hispanic Black"	11.110	0.059	10.994	11.226	37802	397516242
"Male and female"	"10yrs_2006_2015"	"Leukemias"	"Non-Hispanic American Indian/Alaska Native"	11.195	0.243	10.724	11.680	2410	25838572
"Male and female"	"10yrs_2006_2015"	"Leukemias"	"Non-Hispanic Asian or Pacific Islander"	8.113	0.076	7.964	8.264	11941	166567270
"Male and female"	"10yrs_2006_2015"	"Leukemias"	"Hispanic (All Races)"	11.520	0.062	11.398	11.642	42245	508309908
"Male and female"	"10yrs_2006_2015"	"Leukemias"	"Non-Hispanic Unknown Race"	 	 	 	 	5167	0
"Male and female"	"10yrs_2006_2015"	"Mesothelioma"	"AllRaceEth"	0.987	0.005	0.977	0.998	32893	3100450170
"Male and female"	"10yrs_2006_2015"	"Mesothelioma"	"Non-Hispanic White"	1.093	0.007	1.080	1.106	28670	2002218178
"Male and female"	"10yrs_2006_2015"	"Mesothelioma"	"Non-Hispanic Black"	0.487	0.013	0.462	0.513	1522	397516242
"Male and female"	"10yrs_2006_2015"	"Mesothelioma"	"Non-Hispanic American Indian/Alaska Native"	0.726	0.068	0.600	0.869	131	25838572
"Male and female"	"10yrs_2006_2015"	"Mesothelioma"	"Non-Hispanic Asian or Pacific Islander"	0.339	0.016	0.308	0.372	452	166567270
"Male and female"	"10yrs_2006_2015"	"Mesothelioma"	"Hispanic (All Races)"	0.755	0.018	0.721	0.790	2041	508309908
"Male and female"	"10yrs_2006_2015"	"Mesothelioma"	"Non-Hispanic Unknown Race"	 	 	 	 	77	0
"Male and female"	"10yrs_2006_2015"	"Kaposi Sarcoma"	"AllRaceEth"	0.404	0.004	0.397	0.411	12409	3100450170
"Male and female"	"10yrs_2006_2015"	"Kaposi Sarcoma"	"Non-Hispanic White"	0.259	0.004	0.252	0.266	5687	2002218178
"Male and female"	"10yrs_2006_2015"	"Kaposi Sarcoma"	"Non-Hispanic Black"	0.916	0.016	0.885	0.948	3419	397516242
"Male and female"	"10yrs_2006_2015"	"Kaposi Sarcoma"	"Non-Hispanic American Indian/Alaska Native"	0.331	0.042	0.254	0.423	69	25838572
"Male and female"	"10yrs_2006_2015"	"Kaposi Sarcoma"	"Non-Hispanic Asian or Pacific Islander"	0.183	0.011	0.162	0.206	287	166567270
"Male and female"	"10yrs_2006_2015"	"Kaposi Sarcoma"	"Hispanic (All Races)"	0.703	0.015	0.674	0.733	2608	508309908
"Male and female"	"10yrs_2006_2015"	"Kaposi Sarcoma"	"Non-Hispanic Unknown Race"	 	 	 	 	339	0
"Male"	"1yr_2015"	"All Sites"	"AllRaceEth"	497.213	0.550	496.136	498.292	857844	157906843
"Male"	"1yr_2015"	"All Sites"	"Non-Hispanic White"	511.360	0.647	510.093	512.629	662455	99129192
"Male"	"1yr_2015"	"All Sites"	"Non-Hispanic Black"	542.816	1.908	539.084	546.567	92136	19979132
"Male"	"1yr_2015"	"All Sites"	"Non-Hispanic American Indian/Alaska Native"	437.819	6.737	424.713	451.212	4874	1318387
"Male"	"1yr_2015"	"All Sites"	"Non-Hispanic Asian or Pacific Islander"	302.539	2.021	298.591	306.525	23947	9125308
"Male"	"1yr_2015"	"All Sites"	"Hispanic (All Races)"	380.403	1.638	377.200	383.624	63641	28354824
"Male"	"1yr_2015"	"All Sites"	"Non-Hispanic Unknown Race"	 	 	 	 	10791	0
"Male"	"1yr_2015"	"Oral Cavity and Pharynx"	"AllRaceEth"	18.227	0.103	18.025	18.430	32699	157906843
"Male"	"1yr_2015"	"Oral Cavity and Pharynx"	"Non-Hispanic White"	20.220	0.127	19.971	20.471	26890	99129192
"Male"	"1yr_2015"	"Oral Cavity and Pharynx"	"Non-Hispanic Black"	14.020	0.294	13.450	14.608	2540	19979132
"Male"	"1yr_2015"	"Oral Cavity and Pharynx"	"Non-Hispanic American Indian/Alaska Native"	13.673	1.069	11.659	15.943	178	1318387
"Male"	"1yr_2015"	"Oral Cavity and Pharynx"	"Non-Hispanic Asian or Pacific Islander"	11.618	0.379	10.887	12.384	988	9125308
"Male"	"1yr_2015"	"Oral Cavity and Pharynx"	"Hispanic (All Races)"	10.557	0.265	10.043	11.089	1843	28354824
"Male"	"1yr_2015"	"Oral Cavity and Pharynx"	"Non-Hispanic Unknown Race"	 	 	 	 	260	0
"Male"	"1yr_2015"	"Esophagus"	"AllRaceEth"	7.918	0.069	7.784	8.054	13926	157906843
"Male"	"1yr_2015"	"Esophagus"	"Non-Hispanic White"	8.723	0.083	8.562	8.888	11666	99129192
"Male"	"1yr_2015"	"Esophagus"	"Non-Hispanic Black"	6.175	0.202	5.785	6.583	1062	19979132
"Male"	"1yr_2015"	"Esophagus"	"Non-Hispanic American Indian/Alaska Native"	7.602	0.896	5.948	9.554	82	1318387
"Male"	"1yr_2015"	"Esophagus"	"Non-Hispanic Asian or Pacific Islander"	3.618	0.222	3.197	4.078	285	9125308
"Male"	"1yr_2015"	"Esophagus"	"Hispanic (All Races)"	4.867	0.189	4.504	5.248	770	28354824
"Male"	"1yr_2015"	"Esophagus"	"Non-Hispanic Unknown Race"	 	 	 	 	61	0
"Male"	"1yr_2015"	"Stomach"	"AllRaceEth"	8.911	0.074	8.766	9.058	15104	157906843
"Male"	"1yr_2015"	"Stomach"	"Non-Hispanic White"	7.622	0.079	7.468	7.779	9843	99129192
"Male"	"1yr_2015"	"Stomach"	"Non-Hispanic Black"	13.524	0.314	12.915	14.152	2127	19979132
"Male"	"1yr_2015"	"Stomach"	"Non-Hispanic American Indian/Alaska Native"	10.751	1.082	8.735	13.070	114	1318387
"Male"	"1yr_2015"	"Stomach"	"Non-Hispanic Asian or Pacific Islander"	12.657	0.422	11.844	13.510	962	9125308
"Male"	"1yr_2015"	"Stomach"	"Hispanic (All Races)"	12.258	0.300	11.676	12.858	1954	28354824
"Male"	"1yr_2015"	"Stomach"	"Non-Hispanic Unknown Race"	 	 	 	 	104	0
"Male"	"1yr_2015"	"Colon and Rectum"	"AllRaceEth"	44.724	0.166	44.399	45.051	75976	157906843
"Male"	"1yr_2015"	"Colon and Rectum"	"Non-Hispanic White"	44.320	0.193	43.942	44.700	55928	99129192
"Male"	"1yr_2015"	"Colon and Rectum"	"Non-Hispanic Black"	54.168	0.612	52.975	55.380	8941	19979132
"Male"	"1yr_2015"	"Colon and Rectum"	"Non-Hispanic American Indian/Alaska Native"	50.504	2.308	46.082	55.218	553	1318387
"Male"	"1yr_2015"	"Colon and Rectum"	"Non-Hispanic Asian or Pacific Islander"	34.867	0.676	33.555	36.217	2838	9125308
"Male"	"1yr_2015"	"Colon and Rectum"	"Hispanic (All Races)"	42.450	0.546	41.387	43.532	7087	28354824
"Male"	"1yr_2015"	"Colon and Rectum"	"Non-Hispanic Unknown Race"	 	 	 	 	629	0
"Male"	"1yr_2015"	"Liver and Intrahepatic Bile Duct"	"AllRaceEth"	13.339	0.087	13.170	13.511	24786	157906843
"Male"	"1yr_2015"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic White"	11.042	0.091	10.863	11.222	15394	99129192
"Male"	"1yr_2015"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Black"	18.794	0.328	18.157	19.448	3645	19979132
"Male"	"1yr_2015"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic American Indian/Alaska Native"	24.120	1.474	21.318	27.187	304	1318387
"Male"	"1yr_2015"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Asian or Pacific Islander"	20.474	0.517	19.473	21.511	1672	9125308
"Male"	"1yr_2015"	"Liver and Intrahepatic Bile Duct"	"Hispanic (All Races)"	20.680	0.367	19.967	21.411	3654	28354824
"Male"	"1yr_2015"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Unknown Race"	 	 	 	 	117	0
"Male"	"1yr_2015"	"Pancreas"	"AllRaceEth"	14.976	0.096	14.789	15.165	25584	157906843
"Male"	"1yr_2015"	"Pancreas"	"Non-Hispanic White"	15.127	0.110	14.911	15.344	19768	99129192
"Male"	"1yr_2015"	"Pancreas"	"Non-Hispanic Black"	17.569	0.355	16.881	18.277	2818	19979132
"Male"	"1yr_2015"	"Pancreas"	"Non-Hispanic American Indian/Alaska Native"	13.365	1.204	11.110	15.921	143	1318387
"Male"	"1yr_2015"	"Pancreas"	"Non-Hispanic Asian or Pacific Islander"	10.434	0.385	9.694	11.214	787	9125308
"Male"	"1yr_2015"	"Pancreas"	"Hispanic (All Races)"	12.951	0.313	12.344	13.578	1970	28354824
"Male"	"1yr_2015"	"Pancreas"	"Non-Hispanic Unknown Race"	 	 	 	 	98	0
"Male"	"1yr_2015"	"Larynx"	"AllRaceEth"	5.582	0.057	5.471	5.695	10024	157906843
"Male"	"1yr_2015"	"Larynx"	"Non-Hispanic White"	5.654	0.066	5.525	5.786	7638	99129192
"Male"	"1yr_2015"	"Larynx"	"Non-Hispanic Black"	8.245	0.233	7.794	8.714	1420	19979132
"Male"	"1yr_2015"	"Larynx"	"Non-Hispanic American Indian/Alaska Native"	5.801	0.740	4.442	7.440	69	1318387
"Male"	"1yr_2015"	"Larynx"	"Non-Hispanic Asian or Pacific Islander"	1.963	0.164	1.655	2.309	154	9125308
"Male"	"1yr_2015"	"Larynx"	"Hispanic (All Races)"	4.354	0.179	4.011	4.716	687	28354824
"Male"	"1yr_2015"	"Larynx"	"Non-Hispanic Unknown Race"	 	 	 	 	56	0
"Male"	"1yr_2015"	"Lung and Bronchus"	"AllRaceEth"	68.502	0.205	68.100	68.905	116957	157906843
"Male"	"1yr_2015"	"Lung and Bronchus"	"Non-Hispanic White"	71.827	0.238	71.360	72.296	94607	99129192
"Male"	"1yr_2015"	"Lung and Bronchus"	"Non-Hispanic Black"	79.885	0.759	78.405	81.385	12677	19979132
"Male"	"1yr_2015"	"Lung and Bronchus"	"Non-Hispanic American Indian/Alaska Native"	67.007	2.728	61.767	72.549	701	1318387
"Male"	"1yr_2015"	"Lung and Bronchus"	"Non-Hispanic Asian or Pacific Islander"	44.874	0.801	43.317	46.470	3352	9125308
"Male"	"1yr_2015"	"Lung and Bronchus"	"Hispanic (All Races)"	37.511	0.548	36.444	38.599	5278	28354824
"Male"	"1yr_2015"	"Lung and Bronchus"	"Non-Hispanic Unknown Race"	 	 	 	 	342	0
"Male"	"1yr_2015"	"Melanoma of the Skin"	"AllRaceEth"	29.131	0.135	28.867	29.396	48860	157906843
"Male"	"1yr_2015"	"Melanoma of the Skin"	"Non-Hispanic White"	36.773	0.177	36.427	37.121	45999	99129192
"Male"	"1yr_2015"	"Melanoma of the Skin"	"Non-Hispanic Black"	1.302	0.098	1.116	1.508	200	19979132
"Male"	"1yr_2015"	"Melanoma of the Skin"	"Non-Hispanic American Indian/Alaska Native"	11.537	1.085	9.508	13.855	130	1318387
"Male"	"1yr_2015"	"Melanoma of the Skin"	"Non-Hispanic Asian or Pacific Islander"	1.558	0.146	1.285	1.869	122	9125308
"Male"	"1yr_2015"	"Melanoma of the Skin"	"Hispanic (All Races)"	4.934	0.189	4.572	5.316	812	28354824
"Male"	"1yr_2015"	"Melanoma of the Skin"	"Non-Hispanic Unknown Race"	 	 	 	 	1597	0
"Male"	"1yr_2015"	"Breast"	"AllRaceEth"	1.327	0.029	1.272	1.385	2247	157906843
"Male"	"1yr_2015"	"Breast"	"Non-Hispanic White"	1.330	0.033	1.267	1.397	1713	99129192
"Male"	"1yr_2015"	"Breast"	"Non-Hispanic Black"	1.909	0.117	1.687	2.150	306	19979132
"Male"	"1yr_2015"	"Breast"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	1318387
"Male"	"1yr_2015"	"Breast"	"Non-Hispanic Asian or Pacific Islander"	0.769	0.103	0.581	0.997	60	9125308
"Male"	"1yr_2015"	"Breast"	"Hispanic (All Races)"	0.907	0.082	0.754	1.079	145	28354824
"Male"	"1yr_2015"	"Breast"	"Non-Hispanic Unknown Race"	 	 	 	 	17	0
"Male"	"1yr_2015"	"Cervix Uteri"	"AllRaceEth"	 	 	 	 	 	157906843
"Male"	"1yr_2015"	"Cervix Uteri"	"Non-Hispanic White"	 	 	 	 	 	99129192
"Male"	"1yr_2015"	"Cervix Uteri"	"Non-Hispanic Black"	 	 	 	 	 	19979132
"Male"	"1yr_2015"	"Cervix Uteri"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	1318387
"Male"	"1yr_2015"	"Cervix Uteri"	"Non-Hispanic Asian or Pacific Islander"	 	 	 	 	 	9125308
"Male"	"1yr_2015"	"Cervix Uteri"	"Hispanic (All Races)"	 	 	 	 	 	28354824
